"Shipment","Invoice","Manager","Name","Unit","Count","Price_per_one","Sum","Cost_price","Year","Category","Subcategory"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Гайка шестигранная М12 оцинк.","шт","314","5.19","1629.66","2.595","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Анкер-болт М12х110","","80","130.5","10440","","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Анкер-болт М12х185","","84","148.5","12474","","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","108","488.46","52753.68","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Профиль монтажный МСП-62-Н","м","12","778.45","9341.4","432.471","2024","МСМТ","Профиль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","36","998.22","35935.92","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Профиль монтажный МСП-124-Н","м","78","1595.05","124413.9","886.137125","2024","МСМТ","Профиль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-41/300-Н","шт","41","217.16","8903.56","120.646575","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-41/500-Н","шт","12","314.58","3774.96","174.768825","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-41/850-Н","шт","4","485.07","1940.28","269.4827625","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-У-62/300-Н","шт","2","562.39","1124.78","312.4413","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-У-62/800-Н","шт","9","951.62","8564.58","528.6768","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Консоль МСК-У-41Д/800-Н","шт","8","1127.44","9019.52","626.353","2024","МСМТ","Консоль МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Опора МСО-2/2-Н","шт","4","111.81","447.24","62.118","2024","МСМТ","Опора МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Опора МСО-82/45-Н","шт","2","515.21","1030.42","286.23","2024","МСМТ","Опора МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Опора МСО-У-124-Н","шт","15","848.46","12726.9","471.366","2024","МСМТ","Опора МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Уголок МСУ-4/90-Н","шт","52","67.96","3533.92","37.758","2024","МСМТ","Уголок МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Уголок МСУ-6/45-Н","шт","4","105.24","420.96","58.464","2024","МСМТ","Уголок МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Уголок МСУ-8/135-Н","шт","4","107.43","429.72","59.682","2024","МСМТ","Уголок МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Соединитель МСД-3-Н","шт","16","116.2","1859.2","64.554","2024","МСМТ","Соединитель МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Соединитель МСД-150-Н","шт","3","63.58","190.74","35.322","2024","МСМТ","Соединитель МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","66","61.39","4051.74","34.104","2024","МСМТ","С-с МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Шарнир МСН-М10-1-Н","шт","8","324.87","2598.96","180.4816","2024","МСМТ","Шарнир МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Шарнир МСН-М12-2-Н","шт","4","498.07","1992.28","276.7036","2024","МСМТ","Шарнир МС"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Поворотная пластина МСР7-41-Н","шт","4","675.26","2701.04","375.144","2024","МСМТ","Поворотная пластина"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Шайба монтажная МСШ-13-Н","шт","186","38.02","7071.72","21.12","2024","Шайба монтажная",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Монтажная гайка МСГ-М8","шт","98","22.72","2226.56","11.96","2024","Гайка монтажная",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Монтажная гайка МСГ-М10","шт","91","24.15","2197.65","12.71","2024","Гайка монтажная",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Монтажная гайка МСГ-М12","шт","589","26.51","15614.39","13.95","2024","Гайка монтажная",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Декоративная крышка МСЕ-21","шт","31","7.28","225.68","3.64","2024","Декоративная крышка",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Декоративная крышка МСЕ-41","шт","202","9.5","1919","5","2024","Декоративная крышка",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Рядное кабельное крепление РКК-40/60","компл","26","189.75","4933.5","77","2024","Крепление","РКК"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Универсальное кабельное крепление УКК3-40/70","компл","28","743.82","20826.96","323","2024","Крепление","УКК"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Силиконовый уплотнитель ПСТ-80","м","8","1597.2","12777.6","700","2024","ПСТ",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛП-200-80-Н Лоток листовой перф. замковый прямая секция т.1,0мм L=3м (гор.цинк)","","17","2754.95","46834.15","2119.19","2024","Лоток","Лоток перфорированный"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛГП-200-80-Н Лоток листовой угол горизонтальный 90 град. т.1,0мм (в компл. с крышкой и метизами) (гор.цинк)","","6","961.06","5766.36","739.27","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛПП-200-80-Н Лоток листовой угол вертикальный, подъем 90 град. т.1,0мм (в компл. с крышкой и метизами) (гор.цинк)","","7","794.27","5559.89","610.97","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛГВС-200-80-Н Лоток листовой угол вертикальный, спуск 90 град. т.1,0мм (в компл. с крышкой и метизами) (гор.цинк)","","7","1127.85","7894.95","867.57","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛГТ-200-80-Н Лоток листовой угол Т-образный т.1,0мм (в компл. с крышкой и метизами) (гор.цинк)","","1","1225.44","1225.44","942.64","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛГК-200-80-Н Лоток листовой замковый крышка прямой секции т.1,0мм L=3м (гор.цинк)","","17","1644.11","27949.87","1264.7","2024","Лоток","Крышки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛР-80 Лоток листовой разъединитель L=3м (в компл. с метизами) (гор.цинк)","","17","793.13","13483.21","610.1","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","ЛС-80 Лоток листовой соединитель прямой (в компл. с метизами) (гор.цинк)","","34","45.4","1543.6","34.91","2024","Лоток","Фасонки листовые"
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Шайба плоская увеличенная А10,5 оцинк.","шт","32","4.44","142.08","2.22","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М10х25 оцинк.","шт","39","8.15","317.85","4.2874","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М10х35 оцинк.","шт","16","10.64","170.24","5.3176","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М12х20 оцинк.","шт","8","11.7","93.6","5.58","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М12х25 оцинк.","шт","437","12.53","5475.61","6.2662","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М12х30 оцинк.","шт","94","13.92","1308.48","6.9632","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Болт с шест. головкой М12х35 оцинк.","шт","16","15.42","246.72","7.7078","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Винт с полукруглой головкой М8х25 оцинк.","шт","98","6","588","3.002","2024","Метизы",""
"MD-36-24-1130 ООО СТД ОПТИМА","1643","Поркашян Геворг","Дюбель-шуруп М10х100","","32","17.3","553.6","","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Шайба плоская А8,4 оцинк.","шт","104","3.45","358.8","0.4292","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Шайба плоская А10,5 оцинк.","шт","159","2.43","386.37","0.7548","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Шайба плоская А13 оцинк.","шт","168","3.54","594.72","1.23395","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Анкер-болт М12х145 гор. цинк.","шт","56","181.24","10149.44","90","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Профиль монтажный МСП-41-Н","м","24","715.53","17172.72","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Консоль МСК-41/350-Н","шт","48","621","29808","134.1771375","2024","МСМТ","Консоль МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Консоль МСК-41/450-Н","шт","3","621","1863","161.2382625","2024","МСМТ","Консоль МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Шайба монтажная МСШ-13-Н","шт","86","62.1","5340.6","21.12","2024","Шайба монтажная",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Монтажная гайка МСГ-М8","шт","104","79.35","8252.4","11.96","2024","Гайка монтажная",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Монтажная гайка МСГ-М10","шт","159","79.35","12616.65","12.71","2024","Гайка монтажная",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Монтажная гайка МСГ-М12","шт","144","79.35","11426.4","13.95","2024","Гайка монтажная",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Декоративная крышка МСЕ-41","шт","85","9.66","821.1","5","2024","Декоративная крышка",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛП-300-50-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","шт","5","3268.1","16340.5","2821","2024","Лоток","Лоток перфорированный"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛП-300-100-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","шт","12","4069.45","48833.4","3517","2024","Лоток","Лоток перфорированный"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛГТ-300-50-Н Лоток листовой угол Т-образный т.1,0 мм (комплект с крышкой и метизами) (гор. цинк)","шт","2","2382","4764","1452","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛГТ-300-100-Н Лоток листовой угол Т-образный т.1,0 мм (комплект с крышкой и метизами) (гор. цинк)","шт","4","3430.8","13723.2","1697","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛГК-300-Н Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (гор. цинк)","шт","8","2907","23256","2215","2024","Лоток","Крышки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛР-100 Лоток листовой разделитель L=3 м (комплект с метизами) (гор. цинк)","шт","64","1063.2","68044.8","872","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛС-100 Лоток листовой соединитель прямой (комплект с метизами) (гор. цинк)","шт","26","205.2","5335.2","42","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛС-150 Лоток листовой соединитель прямой (комплект с метизами) (гор. цинк)","шт","12","275.4","3304.8","201","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Болт с шест. головкой М10х25 оцинк.","шт","159","10.85","1725.15","4.2874","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Болт с шест. головкой М12х30 оцинк.","шт","96","23.8","2284.8","6.9632","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Винт с полукруглой головкой М8х25 оцинк.","шт","104","11.24","1168.96","3.002","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛП-300-150-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","шт","6","5844.6","35067.6","6319","2024","Лоток","Лоток перфорированный"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛР-150 Лоток листовой разделитель L=3 м (комплект с метизами) (гор. цинк)","шт","6","1392","8352","1829","2024","Лоток","Фасонки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Шпилька резьбовая М12х1000 оцинк.","шт","6","207","1242","108","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Гайка шестигранная М12 оцинк.","шт","36","10.12","364.32","2.595","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Анкер-болт М12х110","0","32","171.09","5474.88","0","2024","Метизы",""
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Профиль монтажный МСП-41Д-Н","м","18","1912.68","34428.24","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Опора МСО-82/45-Н","шт","4","1490.4","5961.6","286.23","2024","МСМТ","Опора МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Уголок МСУ-8/90-Н","шт","4","447.12","1788.48","65.772","2024","МСМТ","Уголок МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Скоба-соединитель МСС-41Д-Н","шт","2","431.25","862.5","37.758","2024","МСМТ","С-с МС"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛП-200-100-Н Лоток листовой перф. замковый прямая секция т.1,0 мм L=3 м (гор. цинк)","шт","2","6328.8","12657.6","2821","2024","Лоток","Лоток перфорированный"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","ЛГК-200-Н Лоток листовой замковый крышка прямой секции т.1,0 мм L=3 м (гор. цинк)","шт","2","4021.2","8042.4","1518","2024","Лоток","Крышки листовые"
"MD-36-24-1131 ООО НТЦ МЭС","1922","Антипенко Елена","Болт с шест. головкой М12х25 оцинк.","шт","36","21.04","757.44","6.2662","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Профиль монтажный МСП-21-Н","м","6","357.14","2142.84","187.97025","2024","МСМТ","Профиль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","24","488.46","11723.04","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","42","998.22","41925.24","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Консоль МСК-41/250-Н","шт","12","203.52","2442.24","107.1160125","2024","МСМТ","Консоль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Консоль МСК-41/350-Н","шт","16","254.94","4079.04","134.1771375","2024","МСМТ","Консоль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Консоль МСК-У-62/600-Н","шт","2","840.15","1680.3","442.1826","2024","МСМТ","Консоль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шпилька резьбовая М12х1000 оцинк.","шт","33","207","6831","108","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шайба плоская А8,4 оцинк.","шт","42","0.82","34.44","0.4292","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шайба плоская А10,5 оцинк.","шт","54","1.43","77.22","0.7548","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шайба плоская А13 оцинк.","шт","399","2.34","933.66","1.23395","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Гайка шестигранная М12 оцинк.","шт","186","5.19","965.34","2.595","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Анкер-болт М12х110","","113","130.5","14746.5","","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Анкер-болт М12х145","","8","148.5","1188","","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Анкер-забивной М12х50","","12","12.75","153","","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Опора МСО-82/45-Н","шт","21","543.84","11420.64","286.23","2024","МСМТ","Опора МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","66","64.8","4276.8","34.104","2024","МСМТ","С-с МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шарнир МСН-М12-1-Н","шт","13","454","5902","238.9456","2024","МСМТ","Шарнир МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Поворотная пластина МСР7-41-Н","шт","2","712.77","1425.54","375.144","2024","МСМТ","Поворотная пластина"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Укосина для консолей МСК-К-528-Н","шт","21","361.02","7581.42","190.008","2024","МСМТ","Консоль МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шайба монтажная МСШ-13-Н","шт","20","40.13","802.6","21.12","2024","Шайба монтажная",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Монтажная гайка МСГ-М8","шт","42","22.72","954.24","11.96","2024","Гайка монтажная",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Монтажная гайка МСГ-М10","шт","54","24.15","1304.1","12.71","2024","Гайка монтажная",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Монтажная гайка МСГ-М12","шт","345","26.51","9145.95","13.95","2024","Гайка монтажная",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Декоративная крышка МСЕ-21","шт","12","7.28","87.36","3.64","2024","Декоративная крышка",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Декоративная крышка МСЕ-41","шт","138","9.5","1311","5","2024","Декоративная крышка",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Силиконовый уплотнитель ПСТ-80","м","7","1597.2","11180.4","700","2024","ПСТ",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Универсальное кабельное крепление УКК3-35/50","компл","37","467.82","17309.34","188","2024","Крепление","УКК"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","ЛП-200-80-Н Лоток листовой перф. замковый прямая секция т.1,0 L=3м (гор.цинк)","","10","2754.95","27549.5","2119.19","2024","Лоток","Лоток перфорированный"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","ЛГК-200-Н Лоток листовой замковый крышка прямой секции т.1,0мм L=3м (гор.цинк)","","10","1644.11","16441.1","1264.7","2024","Лоток","Крышки листовые"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","ЛС-80 Лоток листовой соединитель прямой (комплект с метизами) (гор.цинк)","","20","45.4","908","34.9","2024","Лоток","Фасонки листовые"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","ЛСТ-80 Лоток листовой соединитель торцевой (в компл. с метизами) (хол.цинк)","","8","47.66","381.28","36.6","2024","Лоток","Фасонки листовые"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Муфта соединительная шестигранная М12х35 оцинк.","шт","12","17","204","15","2024","МСМТ","Соединитель МС"
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Шайба плоская увеличенная А10,5 оцинк.","шт","100","4.44","444","2.22","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М10х25 оцинк.","шт","54","8.15","440.1","4.2874","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М12х22 оцинк.","шт","2","11.7","23.4","5.848","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М12х25 оцинк.","шт","203","12.53","2543.59","6.2662","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М12х30 оцинк.","шт","52","13.93","724.36","6.9632","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М12х35 оцинк.","шт","28","15.42","431.76","7.7078","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Болт с шест. головкой М12х45 оцинк.","шт","2","18.43","36.86","9.2174","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Винт с полукруглой головкой М8х25 оцинк.","шт","42","6","252","3.002","2024","Метизы",""
"MD-36-24-1132 ООО СТД ОПТИМА","1644","Поркашян Геворг","Дюбель-шуруп М10х100","","100","17.3","1730","","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Универсальное кабельное крепление УКК3-40/70","компл","31","743.82","23058.42","323","2024","Крепление","УКК"
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Рядное кабельное крепление РКК-40/60","компл","12","189.75","2277","77","2024","Крепление","РКК"
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Консоль МСК-41/250-Н","шт","19","517.5","9832.5","107.1160125","2024","МСМТ","Консоль МС"
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Декоративная крышка МСЕ-41","шт","19","9.66","183.54","5","2024","Декоративная крышка",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Шпилька резьбовая М10х1000 оцинк.","шт","3","184","552","68","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Шпилька резьбовая М12х1000 оцинк.","шт","13","207","2691","108","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Болт с шест. головкой М12х30 оцинк.","шт","38","23.8","904.4","6.9632","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Шайба плоская А10,5 оцинк.","шт","24","2.43","58.32","0.7548","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Шайба плоская А13 оцинк.","шт","100","3.54","354","1.23395","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Гайка шестигранная М10 оцинк.","шт","24","6.21","149.04","1.74","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Гайка шестигранная М12 оцинк.","шт","124","10.12","1254.88","2.595","2024","Метизы",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Монтажная гайка МСГ-М10","шт","24","79.35","1904.4","12.71","2024","Гайка монтажная",""
"MD-36-24-1133 ООО НТЦ МЭС","1968","Антипенко Елена","Монтажная гайка МСГ-М12","шт","100","79.35","7935","13.95","2024","Гайка монтажная",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Шпилька резьбовая М10х1000 оцинк.","шт","3","136","408","68","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Шпилька резьбовая М12х1000 оцинк.","шт","11","207","2277","108","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Шайба плоская А10,5 оцинк.","шт","40","1.43","57.2","0.7548","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Шайба плоская А13 оцинк.","шт","352","2.34","823.68","1.23395","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Гайка шестигранная М10 оцинк.","шт","24","3.48","83.52","1.74","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Гайка шестигранная М12 оцинк.","шт","122","5.19","633.18","2.595","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Анкер-болт М12х110","","56","130.5","7308","","2024","Метизы",""
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Профиль монтажный МСП-41-Н","м","54","488.46","26376.84","270.61125","2024","МСМТ","Профиль МС"
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Профиль монтажный МСП-41Д-Н","м","18","998.22","17967.96","554.56625","2024","МСМТ","Профиль МС"
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Консоль МСК-41/300-Н","шт","19","217.16","4126.04","120.646575","2024","МСМТ","Консоль МС"
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Опора МСО-21-62/45-Н","шт","2","205.96","411.92","108.402","2024","МСМТ","Опора МС"
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Опора МСО-82/45-Н","шт","12","515.21","6182.52","286.23","2024","МСМТ","Опора МС"
"MD-36-24-1134 ООО СТД ОПТИМА","1883","Поркашян Геворг","Скоба-соединитель МСС-41-Н","шт","84","61.39","5156.76","34.104","2024","МСМТ","С-с МС"
